Story,Label,P1,P2,Responses
Charlie jumps in hole_2. Charlie jumps in hole_1. Alice jumps in hole_4. Alice jumps in hole_1. Bob jumps in hole_2. Charlie jumps out to the field. Bob jumps in hole_3. Charlie jumps in hole_2. Bob jumps out to the field. Charlie jumps in hole_3. Bob jumps out to the field. Bob jumps in hole_1. Danny jumps in hole_4. Danny jumps in hole_3. Danny jumps out to the field. Bob jumps in hole_2. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_4. Danny jumps out to the field. Danny jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_4,hole_1,"Alice,Edward,Charlie",Bob,Charlie thinks Bob is in hole_1.
Alice jumps in hole_1. Alice jumps in hole_3. Charlie jumps in hole_4. Bob jumps in hole_1. Edward jumps in hole_4. Alice jumps out to the field. Edward jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Edward jumps out to the field. Alice jumps out to the field. Alice jumps in hole_2. Danny jumps in hole_4. Danny jumps out to the field. Danny jumps in hole_4. Alice jumps in hole_3. Danny jumps in hole_3. Danny jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps in hole_2,hole_2,"Bob,Edward,Charlie",Alice,Charlie thinks Alice is in hole_3.
Bob jumps in hole_1. Alice jumps in hole_1. Charlie jumps in hole_1. Edward jumps in hole_1. Edward jumps in hole_3. Danny jumps in hole_1. Alice jumps in hole_3. Edward jumps in hole_4. Danny jumps in hole_3. Charlie jumps in hole_3. Bob jumps in hole_3. Bob jumps out to the field. Edward jumps out to the field. Edward jumps in hole_4. Edward jumps out to the field. Bob jumps in hole_1. Edward jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_1. Edward jumps out to the field. Edward jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_2. Edward jumps in hole_1. Edward jumps in hole_3,field,"Charlie,Danny,Alice",Bob,Alice would think Bob is in hole_3.
Bob jumps in hole_4. Danny jumps in hole_4. Edward jumps in hole_4. Bob jumps out to the field. Bob jumps in hole_2. Bob jumps out to the field. Bob jumps in hole_2. Bob jumps in hole_1. Bob jumps in hole_3. Alice jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_1. Bob jumps in hole_4. Bob jumps in hole_3. Bob jumps in hole_2. Charlie jumps in hole_3. Bob jumps in hole_3. Bob jumps in hole_4. Bob jumps in hole_3. Bob jumps out to the field. Bob jumps in hole_4. Bob jumps in hole_3. Bob jumps out to the field. Bob jumps in hole_1. Bob jumps out to the field,hole_1,"Edward,Danny,Alice",Charlie,Alice thinks Charlie is in hole_1.
Danny jumps in hole_2. Danny jumps in hole_4. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_4. Charlie jumps in hole_4. Alice jumps out to the field. Bob jumps in hole_4. Alice jumps in hole_1. Alice jumps out to the field. Edward jumps in hole_4. Edward jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Edward jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_3. Alice jumps in hole_4. Alice jumps in hole_1. Alice jumps in hole_3. Alice jumps in hole_2. Alice jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_1,field,"Bob,Charlie,Danny",Edward,Danny would think Edward is in hole_1.
Bob jumps in hole_2. Danny jumps in hole_2. Charlie jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Alice jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_2. Edward jumps in hole_2. Edward jumps in hole_1. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_4. Danny jumps out to the field,hole_1,"Bob,Alice,Charlie",Edward,Charlie thinks Edward is in hole_1.
Bob jumps in hole_4. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps out to the field. Edward jumps in hole_4. Danny jumps in hole_1. Alice jumps in hole_4. Danny jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_1. Charlie jumps in hole_4. Charlie jumps out to the field. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_4. Charlie jumps in hole_1. Danny jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_2,field,"Alice,Edward,Bob",Charlie,Bob thinks Charlie is in hole_2.
Danny jumps in hole_4. Charlie jumps in hole_4. Bob jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_3. Alice jumps out to the field. Charlie jumps in hole_1. Alice jumps in hole_4. Alice jumps in hole_3. Danny jumps in hole_1. Edward jumps in hole_1. Edward jumps in hole_3. Alice jumps out to the field. Alice jumps in hole_4. Alice jumps in hole_3. Edward jumps out to the field. Alice jumps out to the field. Alice jumps in hole_2. Alice jumps in hole_3. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_2,hole_3,"Danny,Bob,Charlie",Edward,Charlie would think Edward is in hole_1.
Edward jumps in hole_1. Bob jumps in hole_2. Bob jumps in hole_1. Alice jumps in hole_1. Charlie jumps in hole_4. Bob jumps in hole_3. Danny jumps in hole_1. Edward jumps in hole_1. Danny jumps in hole_3. Edward jumps in hole_3. Alice jumps in hole_3. Alice jumps out to the field. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps out to the field. Alice jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_1,field,"Danny,Edward,Bob",Alice,Bob thinks Alice is in hole_4.
Alice jumps in hole_2. Bob jumps in hole_2. Bob jumps in hole_2. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_4. Alice jumps in hole_2. Danny jumps in hole_2. Edward jumps in hole_2. Edward jumps in hole_1. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_4. Edward jumps in hole_3. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3,hole_1,"Danny,Bob,Alice",Edward,Alice thinks Edward is in hole_3.
Danny jumps in hole_1. Danny jumps out to the field. Alice jumps in hole_4. Bob jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_2. Alice jumps out to the field. Danny jumps in hole_1. Charlie jumps in hole_4. Danny jumps out to the field. Alice jumps out to the field. Alice jumps in hole_1. Danny jumps in hole_4. Danny jumps in hole_1. Danny jumps in hole_3. Alice jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps in hole_4. Danny jumps out to the field. Danny jumps in hole_2,hole_1,"Edward,Bob,Charlie",Alice,Charlie would think Alice is in hole_3.
Edward jumps in hole_2. Alice jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_2. Charlie jumps in hole_2. Bob jumps in hole_1. Charlie jumps in hole_1. Charlie jumps in hole_3. Danny jumps in hole_1. Alice jumps in hole_1. Edward jumps in hole_1. Edward jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Edward jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps out to the field,field,"Bob,Alice,Danny",Edward,Danny thinks Edward is in hole_2.
Danny jumps in hole_4. Danny jumps in hole_2. Bob jumps in hole_2. Bob jumps in hole_3. Bob jumps in hole_4. Alice jumps in hole_2. Bob jumps in hole_1. Bob jumps out to the field. Charlie jumps in hole_2. Bob jumps in hole_4. Edward jumps in hole_2. Edward jumps out to the field. Bob jumps out to the field. Bob jumps in hole_2. Bob jumps in hole_1. Edward jumps in hole_4. Bob jumps in hole_3. Bob jumps out to the field. Bob jumps in hole_1. Bob jumps in hole_2. Bob jumps out to the field. Bob jumps in hole_4. Bob jumps in hole_1. Bob jumps in hole_3. Bob jumps out to the field,field,"Danny,Charlie,Alice",Edward,"Alice would think that Edward is in hole_2, as that is the last hole he jumped into before jumping out to the field."
Edward jumps in hole_1. Charlie jumps in hole_2. Alice jumps in hole_1. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Danny jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Bob jumps in hole_1. Bob jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps out to the field. Bob jumps in hole_2. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_1,hole_3,"Danny,Alice,Edward",Bob,Edward thinks Bob is in hole_3.
Danny jumps in hole_4. Danny jumps out to the field. Bob jumps in hole_2. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_1. Danny jumps in hole_2. Charlie jumps in hole_3. Edward jumps in hole_2. Charlie jumps out to the field. Alice jumps in hole_2. Alice jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_2. Alice jumps in hole_3. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_2,hole_1,"Bob,Danny,Edward",Alice,Edward thinks Alice is in hole_1.
Alice jumps in hole_2. Danny jumps in hole_4. Edward jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_1. Bob jumps in hole_2. Danny jumps in hole_2. Charlie jumps in hole_2. Charlie jumps in hole_3. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps out to the field. Charlie jumps out to the field. Danny jumps in hole_1. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps out to the field,hole_3,"Bob,Alice,Edward",Charlie,Edward would think Charlie is in hole_3.
Bob jumps in hole_4. Edward jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_2. Danny jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_2. Alice jumps in hole_4. Alice jumps in hole_1. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_2. Alice jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps out to the field,hole_1,"Edward,Danny,Bob",Alice,Bob thinks that Alice is in hole_4.
Charlie jumps in hole_2. Bob jumps in hole_2. Danny jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_1. Edward jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_4. Alice jumps in hole_2. Alice jumps in hole_3. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3. Alice jumps out to the field. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_2,hole_3,"Danny,Edward,Bob",Alice,Bob would think Alice is in hole_3 because he saw her jump in there before she jumped out to the field.
Danny jumps in hole_4. Alice jumps in hole_2. Alice jumps in hole_2. Bob jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_2. Edward jumps in hole_2. Danny jumps in hole_2. Danny jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps out to the field. Danny jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1,hole_3,"Edward,Bob,Alice",Danny,Alice will think that Danny is in hole_3.
Alice jumps in hole_4. Edward jumps in hole_2. Bob jumps in hole_4. Danny jumps in hole_2. Alice jumps in hole_4. Danny jumps in hole_3. Edward jumps in hole_4. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_2. Charlie jumps in hole_4. Charlie jumps in hole_3. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_3. Charlie jumps out to the field. Danny jumps out to the field. Danny jumps in hole_4. Danny jumps out to the field. Danny jumps in hole_2. Danny jumps out to the field. Danny jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps out to the field,hole_3,"Alice,Edward,Bob",Charlie,Bob thinks Charlie is in hole_4.
Danny jumps in hole_1. Alice jumps in hole_4. Danny jumps in hole_3. Bob jumps in hole_1. Edward jumps in hole_1. Charlie jumps in hole_1. Charlie jumps in hole_3. Alice jumps in hole_1. Alice jumps out to the field. Edward jumps in hole_3. Bob jumps in hole_3. Bob jumps in hole_2. Alice jumps in hole_4. Alice jumps in hole_1. Alice jumps in hole_3. Bob jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_3. Alice jumps in hole_2. Alice jumps out to the field. Alice jumps in hole_4,hole_2,"Danny,Charlie,Edward",Bob,Edward thinks Bob is in hole_1.
Charlie jumps in hole_1. Edward jumps in hole_4. Edward jumps in hole_1. Bob jumps in hole_1. Alice jumps in hole_1. Edward jumps in hole_3. Alice jumps in hole_3. Danny jumps in hole_1. Danny jumps in hole_3. Bob jumps in hole_3. Charlie jumps in hole_3. Charlie jumps out to the field. Edward jumps in hole_2. Edward jumps in hole_1. Edward jumps in hole_2. Charlie jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_4. Edward jumps in hole_3. Edward jumps in hole_2. Edward jumps in hole_1. Edward jumps out to the field. Edward jumps in hole_1,field,"Alice,Danny,Bob",Charlie,Bob would think Charlie is in hole_3.
Bob jumps in hole_4. Charlie jumps in hole_4. Edward jumps in hole_2. Bob jumps in hole_1. Bob jumps in hole_3. Bob jumps in hole_4. Bob jumps out to the field. Danny jumps in hole_2. Charlie jumps in hole_2. Bob jumps in hole_2. Alice jumps in hole_2. Alice jumps in hole_3. Bob jumps in hole_3. Bob jumps in hole_4. Bob jumps in hole_1. Alice jumps in hole_4. Bob jumps out to the field. Bob jumps in hole_1. Bob jumps in hole_2. Bob jumps in hole_3. Bob jumps in hole_4. Bob jumps in hole_3. Bob jumps in hole_2. Bob jumps in hole_1. Bob jumps in hole_3,hole_3,"Danny,Charlie,Edward",Alice,Edward thinks Alice is in hole_3.
Charlie jumps in hole_1. Alice jumps in hole_4. Edward jumps in hole_4. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_4. Danny jumps in hole_4. Charlie jumps out to the field. Bob jumps in hole_4. Bob jumps out to the field. Charlie jumps in hole_4. Charlie jumps in hole_1. Charlie jumps out to the field. Bob jumps in hole_2. Charlie jumps in hole_4. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_1,field,"Alice,Danny,Edward",Bob,"Edward would think that Bob is in hole_4, as that is the last location Edward saw Bob jump into."
Edward jumps in hole_1. Charlie jumps in hole_4. Edward jumps in hole_3. Alice jumps in hole_1. Danny jumps in hole_1. Bob jumps in hole_1. Charlie jumps in hole_3. Bob jumps in hole_3. Charlie jumps in hole_2. Alice jumps in hole_3. Danny jumps in hole_3. Danny jumps out to the field. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps out to the field. Danny jumps in hole_2. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_4,field,"Alice,Edward,Bob",Danny,Bob would think Danny is in hole_1.
Alice jumps in hole_1. Edward jumps in hole_4. Edward jumps in hole_2. Danny jumps in hole_2. Charlie jumps in hole_2. Charlie jumps out to the field. Bob jumps in hole_2. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps out to the field. Alice jumps in hole_2. Alice jumps in hole_1. Charlie jumps in hole_4. Charlie jumps out to the field. Charlie jumps in hole_4. Alice jumps in hole_3. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps out to the field. Charlie jumps in hole_2,hole_1,"Bob,Danny,Edward",Alice,Edward thinks Alice is in hole_1.
Danny jumps in hole_4. Bob jumps in hole_2. Charlie jumps in hole_2. Alice jumps in hole_4. Edward jumps in hole_2. Alice jumps in hole_1. Alice jumps in hole_3. Alice jumps in hole_4. Alice jumps in hole_3. Alice jumps in hole_2. Danny jumps in hole_2. Danny jumps in hole_3. Alice jumps in hole_1. Alice jumps in hole_3. Alice jumps out to the field. Danny jumps in hole_4. Alice jumps in hole_4. Alice jumps in hole_3. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_4. Alice jumps in hole_1,hole_3,"Charlie,Bob,Edward",Danny,Edward would think Danny is in hole_3.
Bob jumps in hole_1. Alice jumps in hole_2. Edward jumps in hole_2. Danny jumps in hole_4. Danny jumps out to the field. Alice jumps out to the field. Alice jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_1. Alice jumps out to the field. Bob jumps out to the field. Bob jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_1. Charlie jumps out to the field. Bob jumps in hole_3. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps out to the field,hole_4,"Alice,Edward,Danny",Bob,Danny would think Bob is in hole_3.
Bob jumps in hole_2. Alice jumps in hole_2. Edward jumps in hole_2. Bob jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_2. Edward jumps in hole_1. Charlie jumps in hole_2. Danny jumps in hole_2. Danny jumps in hole_1. Edward jumps in hole_2. Edward jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_3. Edward jumps in hole_4. Edward jumps in hole_3. Edward jumps out to the field. Edward jumps in hole_1. Edward jumps out to the field. Edward jumps in hole_1. Edward jumps in hole_3. Edward jumps in hole_2. Edward jumps out to the field,hole_1,"Alice,Charlie,Bob",Danny,Bob thinks Danny is in hole_3.
Alice jumps in hole_4. Edward jumps in hole_4. Alice jumps in hole_3. Alice jumps in hole_1. Charlie jumps in hole_4. Charlie jumps in hole_1. Charlie jumps in hole_3. Bob jumps in hole_1. Charlie jumps in hole_2. Edward jumps in hole_1. Danny jumps in hole_1. Danny jumps in hole_3. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps out to the field. Danny jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_2,hole_3,"Bob,Edward,Alice",Danny,Alice would think that Danny is in hole_3.
