Story,Label,P1,P2,Responses
Charlie jumps in hole_1. Edward jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_1. Charlie jumps out to the field. Edward jumps in hole_1. Charlie jumps in hole_4. Edward jumps in hole_2. Edward jumps in hole_1. Charlie jumps in hole_3. Alice jumps in hole_1. Alice jumps in hole_2. Bob jumps in hole_4. Danny jumps out to the field. Charlie jumps in hole_2. Danny jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3. Bob jumps in hole_3. Alice jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_3. Charlie jumps in hole_2. Danny jumps in hole_2,hole_2,Edward,Alice,Edward thinks Alice is in hole_3.
Alice jumps in hole_1. Alice jumps out to the field. Charlie jumps in hole_1. Alice jumps in hole_4. Alice jumps out to the field. Charlie jumps out to the field. Bob jumps in hole_4. Alice jumps in hole_4. Alice jumps out to the field. Bob jumps out to the field. Alice jumps out to the field. Alice jumps in hole_1. Danny jumps in hole_4. Bob jumps in hole_1. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_2. Bob jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Alice jumps in hole_2. Danny jumps in hole_3. Bob jumps in hole_3. Danny jumps in hole_4. Bob jumps in hole_4,hole_1,Edward,Alice,The story does not provide information on Edward's beliefs or knowledge about Alice's location.
Bob jumps in hole_4. Edward jumps in hole_4. Alice jumps in hole_1. Danny jumps in hole_1. Charlie jumps in hole_1. Charlie jumps in hole_2. Danny jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Bob jumps in hole_3. Alice jumps in hole_2. Alice jumps in hole_1. Edward jumps in hole_3. Bob jumps in hole_4. Danny jumps in hole_3. Edward jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_4. Bob jumps out to the field. Edward jumps out to the field. Alice jumps out to the field. Edward jumps in hole_1. Danny jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_4,hole_1,Charlie,Alice,Charlie thinks Alice is in the field.
Bob jumps in hole_1. Charlie jumps in hole_1. Bob jumps out to the field. Bob jumps in hole_4. Alice jumps in hole_1. Alice jumps in hole_2. Bob jumps in hole_3. Charlie jumps in hole_2. Bob jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_2. Danny jumps in hole_3. Alice jumps in hole_1. Edward jumps in hole_1. Bob jumps in hole_3. Alice jumps out to the field. Edward jumps in hole_2. Alice jumps in hole_4. Bob jumps in hole_2. Bob jumps in hole_3. Danny jumps in hole_4. Bob jumps in hole_4. Edward jumps in hole_1. Edward jumps in hole_2. Edward jumps in hole_1,hole_3,Charlie,Danny,Charlie thinks Danny is in hole_4.
Bob jumps in hole_4. Danny jumps in hole_4. Danny jumps in hole_3. Bob jumps in hole_3. Alice jumps in hole_1. Charlie jumps in hole_4. Bob jumps in hole_2. Alice jumps in hole_2. Edward jumps in hole_4. Alice jumps in hole_1. Charlie jumps in hole_3. Charlie jumps in hole_4. Bob jumps in hole_3. Bob jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_1. Charlie jumps out to the field. Edward jumps out to the field. Edward jumps in hole_1. Alice jumps out to the field. Bob jumps in hole_3,hole_4,Danny,Charlie,Danny thinks Charlie is in hole_4.
Edward jumps in hole_4. Alice jumps in hole_4. Bob jumps in hole_4. Bob jumps in hole_4. Alice jumps in hole_3. Charlie jumps in hole_4. Alice jumps in hole_2. Danny jumps in hole_1. Alice jumps in hole_1. Alice jumps in hole_2. Edward jumps in hole_4. Edward jumps out to the field. Alice jumps in hole_1. Danny jumps out to the field. Alice jumps out to the field. Danny jumps in hole_1. Danny jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Alice jumps in hole_4. Edward jumps in hole_1. Charlie jumps in hole_3. Danny jumps in hole_3. Danny jumps in hole_2. Alice jumps in hole_3,field,Bob,Edward,Bob thinks Edward is in hole_1.
Bob jumps in hole_1. Alice jumps in hole_4. Bob jumps in hole_1. Charlie jumps in hole_4. Edward jumps in hole_1. Danny jumps in hole_1. Danny jumps in hole_2. Edward jumps out to the field. Edward jumps in hole_4. Danny jumps in hole_1. Alice jumps in hole_1. Alice jumps out to the field. Charlie jumps out to the field. Charlie jumps in hole_1. Edward jumps in hole_3. Charlie jumps out to the field. Danny jumps in hole_2. Edward jumps in hole_4. Edward jumps in hole_3. Edward jumps in hole_4. Alice jumps in hole_4. Edward jumps in hole_3. Charlie jumps in hole_1. Danny jumps in hole_1. Charlie jumps out to the field,field,Bob,Alice,Bob thinks Alice is in hole_4.
Danny jumps in hole_4. Bob jumps in hole_1. Danny jumps in hole_4. Edward jumps in hole_4. Charlie jumps in hole_1. Alice jumps in hole_1. Edward jumps out to the field. Edward jumps in hole_1. Charlie jumps out to the field. Edward jumps in hole_2. Bob jumps in hole_4. Bob jumps out to the field. Alice jumps in hole_2. Charlie jumps in hole_4. Charlie jumps in hole_3. Charlie jumps in hole_2. Edward jumps in hole_3. Charlie jumps in hole_3. Edward jumps in hole_2. Charlie jumps in hole_2. Bob jumps in hole_1. Edward jumps in hole_1. Alice jumps in hole_1. Alice jumps in hole_2. Charlie jumps in hole_1,field,Danny,Bob,Danny thinks Bob is in hole_1.
Bob jumps in hole_4. Charlie jumps in hole_1. Bob jumps out to the field. Danny jumps in hole_4. Charlie jumps in hole_2. Bob jumps in hole_1. Bob jumps in hole_4. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_1. Edward jumps in hole_4. Edward jumps in hole_3. Charlie jumps in hole_1. Alice jumps in hole_2. Danny jumps in hole_3. Alice jumps in hole_1. Charlie jumps out to the field. Charlie jumps in hole_1. Alice jumps in hole_2. Danny jumps in hole_4. Edward jumps in hole_2. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_4. Charlie jumps in hole_3,hole_3,Bob,Edward,Bob thinks Edward is in hole 3.
Danny jumps in hole_1. Alice jumps in hole_1. Charlie jumps in hole_1. Danny jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Bob jumps in hole_1. Alice jumps in hole_2. Edward jumps in hole_1. Edward jumps in hole_2. Charlie jumps in hole_2. Charlie jumps in hole_3. Edward jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_3. Danny jumps in hole_2. Bob jumps in hole_2. Bob jumps in hole_1. Danny jumps in hole_1. Danny jumps out to the field. Charlie jumps in hole_4. Danny jumps in hole_1. Edward jumps in hole_4. Bob jumps out to the field. Bob jumps in hole_1,hole_3,Alice,Charlie,Alice thinks Charlie is in hole_4.
Edward jumps in hole_1. Alice jumps in hole_1. Bob jumps in hole_1. Danny jumps in hole_1. Bob jumps out to the field. Charlie jumps in hole_4. Alice jumps out to the field. Charlie jumps in hole_3. Bob jumps in hole_4. Bob jumps out to the field. Edward jumps in hole_1. Edward jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_1. Bob jumps in hole_1. Alice jumps in hole_2. Charlie jumps out to the field. Edward jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_3. Alice jumps in hole_3. Charlie jumps in hole_4,field,Danny,Edward,Danny thinks Edward is in hole_4.
Danny jumps in hole_4. Alice jumps in hole_4. Edward jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_1. Charlie jumps in hole_1. Bob jumps in hole_4. Charlie jumps in hole_2. Bob jumps out to the field. Danny jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Charlie jumps in hole_1. Bob jumps in hole_1. Danny jumps in hole_4. Bob jumps in hole_2. Charlie jumps out to the field. Charlie jumps in hole_4. Bob jumps in hole_3. Charlie jumps out to the field. Alice jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_3. Danny jumps out to the field. Charlie jumps in hole_2,field,Edward,Alice,Edward thinks Alice is in hole_4.
Edward jumps in hole_4. Alice jumps in hole_4. Danny jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_3. Bob jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_3. Alice jumps in hole_3. Edward jumps in hole_3. Edward jumps in hole_2. Danny jumps in hole_4. Alice jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_4. Bob jumps in hole_3. Danny jumps in hole_3. Danny jumps in hole_4. Alice jumps in hole_3. Edward jumps in hole_1. Bob jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_1,hole_2,Charlie,Edward,Charlie thinks Edward is in hole_2.
Alice jumps in hole_4. Edward jumps in hole_4. Bob jumps in hole_1. Edward jumps out to the field. Edward jumps in hole_1. Alice jumps in hole_3. Danny jumps in hole_4. Alice jumps in hole_2. Alice jumps in hole_1. Bob jumps in hole_2. Danny jumps in hole_1. Danny jumps in hole_2. Edward jumps out to the field. Bob jumps in hole_3. Charlie jumps in hole_1. Bob jumps in hole_2. Charlie jumps out to the field. Edward jumps in hole_4. Charlie jumps in hole_1. Charlie jumps out to the field. Danny jumps in hole_3. Edward jumps out to the field. Bob jumps in hole_3. Edward jumps in hole_4. Edward jumps in hole_3,hole_2,Alice,Danny,Alice thinks Danny is in hole_3.
Bob jumps in hole_1. Charlie jumps in hole_4. Alice jumps in hole_4. Alice jumps in hole_3. Bob jumps in hole_4. Charlie jumps in hole_3. Alice jumps in hole_4. Danny jumps in hole_4. Edward jumps in hole_1. Alice jumps out to the field. Bob jumps in hole_3. Bob jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_4. Alice jumps in hole_4. Danny jumps in hole_3. Alice jumps in hole_3. Edward jumps out to the field. Danny jumps in hole_4. Danny jumps out to the field. Bob jumps in hole_1. Danny jumps in hole_4. Alice jumps in hole_4. Alice jumps out to the field. Alice jumps in hole_4,hole_2,Charlie,Bob,Charlie thinks Bob is in hole_1.
Charlie jumps in hole_1. Charlie jumps in hole_2. Charlie jumps in hole_3. Charlie jumps in hole_2. Charlie jumps in hole_3. Edward jumps in hole_4. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_4. Bob jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_1. Bob jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_3. Bob jumps in hole_1. Charlie jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_2. Bob jumps in hole_2. Edward jumps in hole_2. Charlie jumps in hole_3. Danny jumps in hole_1. Charlie jumps in hole_4. Danny jumps out to the field,hole_1,Alice,Edward,Alice thinks Edward is in hole_2.
Charlie jumps in hole_4. Edward jumps in hole_4. Alice jumps in hole_4. Charlie jumps out to the field. Danny jumps in hole_1. Bob jumps in hole_4. Bob jumps out to the field. Charlie jumps in hole_1. Danny jumps out to the field. Bob jumps in hole_1. Edward jumps in hole_4. Edward jumps in hole_3. Charlie jumps out to the field. Danny jumps in hole_1. Bob jumps out to the field. Charlie jumps in hole_1. Bob jumps in hole_4. Danny jumps in hole_2. Charlie jumps out to the field. Bob jumps in hole_3. Edward jumps in hole_2. Danny jumps in hole_3. Bob jumps in hole_4. Charlie jumps in hole_4. Danny jumps in hole_4,hole_3,Alice,Edward,Alice thinks Edward is in hole_2.
Alice jumps in hole_4. Bob jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps in hole_2. Danny jumps in hole_1. Edward jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_4. Bob jumps in hole_2. Edward jumps in hole_2. Edward jumps in hole_3. Charlie jumps in hole_1. Danny jumps out to the field. Alice jumps in hole_3. Danny jumps in hole_4. Danny jumps in hole_3. Alice jumps in hole_2. Alice jumps in hole_1. Danny jumps in hole_4. Edward jumps in hole_4. Charlie jumps out to the field. Danny jumps out to the field. Charlie jumps in hole_4. Charlie jumps out to the field,hole_3,Bob,Edward,Bob thinks Edward is in hole_4.
Alice jumps in hole_1. Bob jumps in hole_1. Charlie jumps in hole_4. Charlie jumps in hole_3. Edward jumps in hole_1. Charlie jumps in hole_2. Edward jumps in hole_2. Alice jumps in hole_2. Charlie jumps in hole_1. Danny jumps in hole_1. Bob jumps in hole_2. Bob jumps in hole_3. Danny jumps in hole_2. Alice jumps in hole_3. Danny jumps in hole_1. Danny jumps in hole_2. Charlie jumps in hole_2. Alice jumps in hole_4. Danny jumps in hole_3. Danny jumps in hole_4. Bob jumps in hole_4. Alice jumps in hole_3. Charlie jumps in hole_3. Charlie jumps in hole_2. Danny jumps in hole_3,hole_3,Edward,Bob,Edward thinks Bob is in hole 4.
Bob jumps in hole_1. Charlie jumps in hole_4. Edward jumps in hole_4. Edward jumps out to the field. Edward jumps in hole_4. Bob jumps in hole_2. Bob jumps in hole_3. Edward jumps out to the field. Bob jumps in hole_4. Bob jumps out to the field. Danny jumps in hole_4. Danny jumps out to the field. Alice jumps in hole_1. Edward jumps in hole_1. Bob jumps in hole_4. Edward jumps out to the field. Bob jumps in hole_3. Bob jumps in hole_4. Edward jumps in hole_1. Edward jumps in hole_2. Danny jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_3. Bob jumps in hole_3. Alice jumps in hole_4,field,Charlie,Danny,Charlie thinks Danny is in the field.
Edward jumps in hole_4. Bob jumps in hole_1. Bob jumps in hole_2. Alice jumps in hole_1. Bob jumps in hole_1. Charlie jumps in hole_1. Bob jumps out to the field. Bob jumps in hole_1. Alice jumps in hole_4. Bob jumps in hole_2. Edward jumps in hole_4. Edward jumps out to the field. Bob jumps in hole_3. Danny jumps in hole_1. Danny jumps out to the field. Charlie jumps in hole_2. Charlie jumps in hole_1. Charlie jumps in hole_2. Bob jumps in hole_4. Bob jumps in hole_3. Edward jumps in hole_1. Charlie jumps in hole_3. Danny jumps in hole_1. Bob jumps in hole_4. Charlie jumps in hole_2,field,Alice,Edward,Alice thinks Edward is in hole_1.
Danny jumps in hole_1. Edward jumps in hole_1. Bob jumps in hole_4. Bob jumps out to the field. Alice jumps in hole_4. Danny jumps out to the field. Danny jumps in hole_1. Bob jumps in hole_1. Charlie jumps in hole_1. Bob jumps in hole_4. Charlie jumps in hole_4. Charlie jumps in hole_3. Alice jumps in hole_3. Alice jumps in hole_4. Danny jumps in hole_2. Danny jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps in hole_2. Edward jumps in hole_2. Charlie jumps in hole_2. Alice jumps in hole_3. Danny jumps out to the field. Danny jumps in hole_1. Danny jumps out to the field,hole_3,Bob,Charlie,Bob thinks Charlie is in hole_2.
Charlie jumps in hole_4. Bob jumps in hole_4. Danny jumps in hole_1. Danny jumps out to the field. Charlie jumps out to the field. Edward jumps in hole_4. Charlie jumps in hole_4. Danny jumps in hole_4. Danny jumps out to the field. Edward jumps in hole_3. Edward jumps out to the field. Edward jumps in hole_1. Alice jumps in hole_1. Danny jumps in hole_1. Alice jumps out to the field. Danny jumps in hole_2. Charlie jumps out to the field. Danny jumps in hole_1. Alice jumps in hole_4. Danny jumps in hole_2. Edward jumps out to the field. Danny jumps in hole_1. Alice jumps out to the field. Alice jumps in hole_1. Alice jumps in hole_2,hole_1,Bob,Edward,Bob thinks Edward is in hole_1.
Bob jumps in hole_4. Edward jumps in hole_1. Danny jumps in hole_1. Charlie jumps in hole_4. Alice jumps in hole_4. Alice jumps out to the field. Charlie jumps in hole_3. Charlie jumps in hole_2. Danny jumps in hole_2. Bob jumps in hole_3. Edward jumps in hole_2. Edward jumps in hole_1. Alice jumps in hole_4. Bob jumps in hole_4. Bob jumps in hole_3. Charlie jumps in hole_3. Bob jumps in hole_2. Alice jumps in hole_3. Charlie jumps in hole_4. Charlie jumps out to the field. Edward jumps out to the field. Charlie jumps in hole_4. Alice jumps in hole_2. Alice jumps in hole_1. Charlie jumps out to the field,hole_1,Danny,Edward,Danny thinks Edward is in hole_1.
Charlie jumps in hole_4. Charlie jumps out to the field. Danny jumps in hole_4. Bob jumps in hole_4. Danny jumps out to the field. Charlie jumps in hole_4. Charlie jumps out to the field. Edward jumps in hole_1. Alice jumps in hole_4. Bob jumps in hole_3. Alice jumps in hole_3. Alice jumps in hole_4. Danny jumps in hole_4. Charlie jumps in hole_4. Edward jumps in hole_2. Edward jumps in hole_3. Charlie jumps out to the field. Edward jumps in hole_2. Danny jumps out to the field. Charlie jumps in hole_4. Alice jumps out to the field. Edward jumps in hole_3. Danny jumps in hole_1. Danny jumps out to the field. Danny jumps in hole_1,hole_4,Bob,Alice,Bob thinks Alice is in hole_4.
Alice jumps in hole_4. Charlie jumps in hole_1. Alice jumps out to the field. Edward jumps in hole_1. Bob jumps in hole_1. Danny jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_2. Bob jumps in hole_2. Charlie jumps in hole_2. Alice jumps out to the field. Alice jumps in hole_1. Charlie jumps in hole_3. Edward jumps in hole_1. Edward jumps in hole_2. Bob jumps in hole_3. Edward jumps in hole_3. Edward jumps in hole_4. Bob jumps in hole_4. Bob jumps out to the field. Alice jumps out to the field. Charlie jumps in hole_2. Edward jumps in hole_3. Bob jumps in hole_1. Edward jumps in hole_4,hole_1,Danny,Alice,Danny thinks Alice is in the field.
Edward jumps in hole_4. Charlie jumps in hole_4. Danny jumps in hole_4. Edward jumps in hole_3. Edward jumps in hole_2. Bob jumps in hole_4. Bob jumps out to the field. Bob jumps in hole_4. Charlie jumps in hole_4. Bob jumps in hole_3. Danny jumps in hole_4. Danny jumps in hole_3. Alice jumps in hole_1. Edward jumps in hole_1. Alice jumps in hole_2. Alice jumps in hole_1. Bob jumps in hole_2. Bob jumps in hole_3. Edward jumps out to the field. Edward jumps in hole_1. Danny jumps in hole_2. Alice jumps out to the field. Edward jumps in hole_2. Bob jumps in hole_2. Edward jumps in hole_3,hole_3,Charlie,Danny,Charlie thinks Danny is in hole_2.
Edward jumps in hole_1. Edward jumps in hole_1. Bob jumps in hole_1. Alice jumps in hole_4. Alice jumps in hole_3. Alice jumps in hole_2. Charlie jumps in hole_4. Edward jumps in hole_2. Charlie jumps out to the field. Danny jumps in hole_1. Bob jumps in hole_2. Bob jumps in hole_3. Alice jumps in hole_3. Danny jumps out to the field. Alice jumps in hole_2. Charlie jumps in hole_4. Alice jumps in hole_3. Danny jumps in hole_4. Alice jumps in hole_2. Danny jumps in hole_3. Bob jumps in hole_4. Alice jumps in hole_3. Alice jumps in hole_2. Alice jumps in hole_1. Danny jumps in hole_2,hole_3,Edward,Bob,Edward thinks Bob is in hole_4.
Edward jumps in hole_4. Bob jumps in hole_4. Charlie jumps in hole_1. Bob jumps out to the field. Alice jumps in hole_1. Alice jumps out to the field. Charlie jumps in hole_1. Alice jumps in hole_1. Bob jumps in hole_1. Alice jumps in hole_2. Edward jumps in hole_1. Edward jumps out to the field. Danny jumps in hole_4. Danny jumps in hole_3. Alice jumps in hole_3. Danny jumps in hole_2. Alice jumps in hole_2. Danny jumps in hole_3. Danny jumps in hole_2. Danny jumps in hole_1. Edward jumps in hole_4. Bob jumps in hole_2. Bob jumps in hole_1. Alice jumps in hole_1. Alice jumps out to the field,field,Charlie,Edward,Charlie thinks Edward is in hole_4.
Edward jumps in hole_4. Danny jumps in hole_4. Danny jumps in hole_3. Bob jumps in hole_4. Alice jumps in hole_4. Charlie jumps in hole_4. Alice jumps out to the field. Edward jumps in hole_3. Alice jumps in hole_4. Alice jumps in hole_3. Charlie jumps in hole_3. Charlie jumps in hole_2. Bob jumps in hole_3. Bob jumps in hole_2. Alice jumps in hole_4. Bob jumps in hole_3. Alice jumps out to the field. Bob jumps in hole_4. Bob jumps out to the field. Edward jumps in hole_4. Charlie jumps in hole_1. Alice jumps in hole_4. Edward jumps out to the field. Bob jumps in hole_1. Edward jumps in hole_1,hole_2,Danny,Charlie,Danny thinks Charlie is in hole_1.
